區域,屋齡,建坪,間數,車位,總價(萬),亂數排列
西屯區,0,138.17,5,有,1085,0.116467186
西屯區,0,130.68,6,有,1030,0.560371239
大甲區,0,71.7,6,無,385,0.272188643
西屯區,15,166.6,5,有,2050,0.115578521
西屯區,0,120.88,5,有,920,0.948587387
大雅區,26,107.31,7,無,500,0.385240152
南區,31,96.58,7,無,350,0.781988058
西屯區,0,121.52,5,有,1036,0.082124676
北屯區,3,232.9,8,有,1450,0.052666631
南屯區,40,244.12,16,無,3026,0.97823681
梧棲區,27,169.18,9,無,510,0.499868875
龍井區,25,200.44,8,無,610,0.881140128
西區,2,203.14,8,有,2280,0.676771234
豐原區,7,123.86,7,有,760,0.082247273
北屯區,0,149.94,7,有,987,0.81505247
豐原區,0,225.66,14,無,1300,0.047756078
南屯區,26,139.89,7,有,1068,0.992533881
大雅區,5,130.44,7,無,750,0.21703157
大里區,0,121.5,5,有,625,0.144532453
北區,23,141.45,8,有,759,0.489817486
北屯區,0,224.75,8,有,1541,0.74689435
豐原區,50,91.02,6,無,458,0.174293477
烏日區,0,122.55,5,有,615,0.663851517
大里區,0,117.14,5,有,514,0.024687357
中區,39,106.89,6,無,450,0.054412947
西屯區,0,125.33,5,有,1088,0.547546475
大甲區,25,172.13,8,無,520,0.612554003
南屯區,28,91.43,5,無,530,0.71860864
西屯區,29,89.56,3,無,1000,0.108213367
梧棲區,40,69.5,5,無,258,0.090300789
西屯區,26,113.95,7,無,680,0.238318813
大里區,0,82.39,4,有,581,0.848433902
南屯區,3,358.95,9,有,3400,0.654226265
清水區,0,153.26,7,有,581,0.679421388
西屯區,13,111.2,4,有,1005,0.245418754
北區,1,267.13,9,有,2118,0.153181765
北屯區,26,114.54,9,無,600,0.170987679
清水區,0,153.21,7,有,585,0.667193815
北屯區,0,149.43,7,有,870,0.720133957
南屯區,2,327.02,8,有,3220,0.023303434
西屯區,25,36.09,3,無,218,0.97010853
南屯區,38,46.1,7,無,220,0.605447294
西屯區,11,102.6,4,有,700,0.592066725
南屯區,1,122,4,有,935,0.062959863
北屯區,4,320.55,8,有,3060,0.964843253
南屯區,0,91.97,5,有,1063,0.71498247
太平區,26,163.6,10,無,718,0.880084052
北屯區,5,144.91,7,有,843,0.859173967
豐原區,2,167.97,7,有,1195,0.130281717
南屯區,0,364.63,8,有,6000,0.200055484
清水區,0,162.66,7,有,599,0.756991103
太平區,0,199.86,12,無,1600,0.790239668
沙鹿區,0,153.02,7,有,728,0.600503704
南屯區,45,90.84,8,無,716.44,0.309434382
北屯區,1,318.74,11,無,2520,0.806078809
北屯區,5,253.45,7,有,1186,0.218160664
神岡區,0,194.99,12,無,1650,0.038761647
清水區,0,230.3,8,有,875,0.231493271
太平區,28,88.17,10,無,420,0.927565821
太平區,45,80.21,6,無,425,0.05029552
北區,27,20.89,3,無,142,0.203298614
北屯區,0,216.98,7,有,1206,0.256953235
南屯區,0,157.81,7,有,908,0.2649909
西屯區,0,126.63,5,有,1019,0.873865863
南屯區,12,130.31,5,有,1100,0.900952007
清水區,0,197.69,10,無,858,0.287842152
北區,25,207.78,8,無,1160,0.839492884
太平區,7,201.24,9,無,1940,0.133021021
西屯區,14,167.01,10,無,1727,0.682059136
豐原區,25,29.63,3,無,141,0.155886068
北區,28,28.63,3,無,95,0.856712543
北屯區,0,149.94,7,有,958,0.681443262
北屯區,32,124.03,7,無,850,0.450654526
大甲區,27,106.52,7,有,403,0.055330668
西屯區,24,87.98,5,無,530,0.920845934
北屯區,0,228.1,8,有,1622,0.614016694
南區,6,181.9,7,有,1060,0.969895361
梧棲區,27,144.1,10,無,812,0.659760614
西屯區,32,366.33,37,無,20506.1298,0.367874665
南區,4,170.45,7,有,1168,0.448844479
外埔區,33,187.46,4,無,1100,0.155627201
潭子區,0,89.23,4,有,518,0.354410075
太平區,3,169.44,7,有,950,0.734678129
大甲區,1,109.34,7,無,438,0.98909187
北屯區,0,149.94,7,有,981,0.555292329
西區,13,201.14,8,有,1335,0.50142182
南屯區,26,107.54,7,有,538,0.891842303
北屯區,28,97.52,7,無,468,0.014603959
太平區,24,169.41,9,無,1000,0.183399321
潭子區,0,127.1,5,有,790,0.721972369
烏日區,6,119.48,5,有,700,0.175075999
新社區,13,216.51,7,無,2235,0.348385561
南屯區,1,327.02,8,有,3233,0.994027003
太平區,9,169.54,10,無,1600,0.149897229
北區,0,175.85,7,有,1150,0.356893646
西屯區,37,106.14,7,無,525,0.643224418
潭子區,36,113.82,7,無,860,0.663922512
后里區,25,78.8,13,無,560,0.848763521
北屯區,0,412.49,12,無,6590,0.420763938
西區,25,34.18,3,無,180,0.191108112
太平區,28,103.06,7,有,450,0.79244057
大雅區,0,155.73,7,有,950,0.009645411
北屯區,0,181.22,7,有,1225,0.627779101
北屯區,0,227.45,8,有,1522,0.948303889
清水區,0,242.53,9,無,1388,0.736128813
后里區,8,90,9,無,7575,0.806150624
北屯區,0,157.67,7,有,965,0.610444071
潭子區,0,193.98,7,有,1279,0.511971708
潭子區,12,95.61,5,無,602,0.944026189
清水區,0,176.96,9,無,825,0.696121915
西屯區,13,64.67,3,無,525,0.383827883
北屯區,0,151.51,7,有,953,0.229098643
西區,27,45.88,3,無,235,0.944416065
北屯區,0,131.82,5,有,1200,0.238989435
北區,25,137.34,8,無,550,0.741292739
太平區,0,149.57,7,有,788,0.660304599
北屯區,27,81.03,5,無,442,0.494319968
烏日區,0,124.79,6,有,618,0.816236968
神岡區,41,100.1,7,無,290,0.905560352
大雅區,25,203.31,9,無,1135,0.071544194
清水區,26,203.28,9,無,900,0.585985321
西屯區,24,126.19,6,有,820,0.83263039
大甲區,36,134.1,7,無,540,0.461019797
北屯區,8,183.45,7,有,1200,0.03463152
后里區,3,118.18,5,有,760,0.526180318
南屯區,0,109.48,5,有,1080,0.979701224
北屯區,0,119.86,6,有,708,0.880098616
北屯區,26,113.19,7,無,560,0.080718581
大里區,1,187.85,7,有,1200,0.730260608
大里區,22,95.62,4,有,430,0.847606665
南區,42,119.97,11,無,1380,0.294575184
沙鹿區,0,85.96,5,無,570,0.645438103
豐原區,0,130.54,7,有,630,0.391687845
西區,29,45.23,3,無,295,0.408164705
大里區,0,153.76,7,有,818,0.004115635
北屯區,12,140.1,7,有,910,0.958381323
潭子區,33,169.58,12,無,6000,0.630154852
潭子區,25,140.59,8,有,650,0.376375159
西區,24,43.37,3,無,205,0.362397385
大里區,0,146.58,11,無,1480,0.895847535
南屯區,2,274.36,8,無,3988,0.195742299
北區,37,85.33,8,無,420,0.663081304
北屯區,0,223.33,8,有,1490,0.34255688
大雅區,0,202.86,12,無,1555,0.373647736
太平區,0,152.46,9,無,935,0.079332185
北區,39,110.58,3,無,450,0.001051596
大里區,52,44.1,9,無,588,0.070036919
北屯區,34,207.97,9,無,1800,0.550813089
潭子區,5,91.87,5,無,560,0.096880711
外埔區,0,98.01,5,無,398,0.197657713
北區,29,87.4,5,無,478,0.982323655
西區,14,254.93,8,有,1818,0.754330062
中區,26,71,3,無,280,0.275735562
南屯區,50,69.92,6,無,1250,0.716854508
西屯區,14,187,7,有,1020,0.715015159
西屯區,26,122.12,7,有,708,0.726003588
南區,9,204.01,8,有,1425,0.623642191
太平區,41,82.2,5,無,680,0.970833549
大甲區,0,82.96,7,無,455,0.990549139
北屯區,29,474.71,12,有,2000,0.826384181
西屯區,24,155.56,8,無,650,0.429412273
南屯區,1,313.23,7,有,2620,0.357579724
沙鹿區,8,155.28,10,無,958,0.995169121
南屯區,0,175.55,7,有,1747,0.494332475
大里區,0,89.24,6,有,582,0.055101567
沙鹿區,0,63.44,5,無,300,0.128243717
西屯區,0,76.86,3,有,743,0.996184621
沙鹿區,0,154.57,7,有,780,0.284514407
北區,34,69.72,5,無,300,0.32016875
太平區,1,194.89,13,無,1695,0.043697859
沙鹿區,40,55.27,7,無,345,0.734047103
大里區,0,82.68,3,有,594,0.631522166
南屯區,0,209.88,7,有,1920,0.591380318
龍井區,1,130.94,5,有,670,0.017567116
北區,24,32.97,3,無,165,0.276970779
豐原區,23,36.1,3,無,250,0.176196609
北屯區,24,47.48,3,無,200,0.194057663
南屯區,0,109.37,4,有,1180,0.649187047
潭子區,0,130.59,5,有,805,0.238210365
北屯區,0,163.39,7,有,870,0.692257746
北屯區,16,139.29,8,有,1250,0.60790593
北區,40,91.71,7,無,500,0.72918039
大里區,0,193.06,13,無,1740,0.081922593
烏日區,0,111.98,5,有,525,0.184002799
西屯區,0,194.93,7,有,1482,0.363094173
霧峰區,40,101.49,6,無,960,0.062372143
大里區,15,109.73,7,有,625,0.870657392
西屯區,0,188.99,7,有,1253,0.398807708
潭子區,12,124.52,7,有,670,0.409145948
大里區,43,94.36,8,無,375,0.155259955
南屯區,27,82.56,7,無,330,0.504216714
南屯區,0,189.12,7,有,913,0.276720683
烏日區,0,159.5,7,有,810,0.312372019
南屯區,0,80.49,5,有,856,0.051328358
南屯區,27,102.69,7,無,508,0.274399134
北屯區,0,166.8,7,有,1107,0.362717007
太平區,0,173.21,7,有,1161,0.639792462
豐原區,45,80,6,無,430,0.869146743
北區,32,118.88,7,無,450,0.878275507
東勢區,24,147.67,9,無,850,0.962351641
大雅區,5,302.8,16,無,2150,0.229761922
潭子區,41,100.32,7,無,765,0.602405034
大里區,0,127.94,5,有,668,0.200777485
西區,39,139.02,7,無,660,0.192691306
豐原區,0,101.38,7,有,717,0.448921679
北區,4,358.96,9,有,3650,0.660289403
東區,27,102.77,7,無,375,0.939059314
南屯區,0,63.32,3,無,603,0.732196575
北屯區,0,135.85,6,有,770,0.089539142
西屯區,11,84.72,3,有,640,0.916743054
西屯區,0,123.02,5,有,1108,0.642840182
北屯區,5,200.19,7,有,1325,0.338216493
北屯區,22,272.32,8,有,1480,0.712100037
西屯區,13,70.45,5,無,618,0.010054605
大里區,46,157.93,10,無,800,0.499370877
北屯區,0,124.31,4,有,782,0.102753669
北屯區,0,131.64,5,有,755,0.272781064
北區,32,176.26,12,無,1650,0.143626722
大里區,45,98.51,6,無,765,0.433377492
西屯區,0,131.81,6,有,1056,0.302132805
豐原區,0,130.54,7,有,655,0.938606828
南區,0,163.78,7,有,996,0.265964861
龍井區,3,291.44,12,無,1700,0.456182386
北屯區,28,111.77,4,有,470,0.883714731
南屯區,24,120.19,5,無,400,0.253578589
烏日區,1,203.62,12,無,1826,0.971373537
北屯區,14,103.55,5,有,600,0.717032107
北屯區,0,143.7,6,有,833,0.787846173
太平區,0,178.35,10,無,1288,0.83329914
大雅區,26,191.31,11,有,918,0.145890524
西屯區,25,125.45,7,有,590,0.142784616
梧棲區,0,175.66,11,無,868,0.296413773
大里區,0,79.48,3,有,525,0.397200416
大甲區,25,137.61,10,有,500,0.909059428
大里區,29,113.32,7,有,520,0.566793202
西屯區,27,305.46,9,有,1398,0.770351413
北屯區,0,149.26,7,有,980,0.813804558
西屯區,1,233.21,7,有,1720,0.052020058
西區,51,63,7,無,200,0.881103359
北區,4,194.36,7,有,1630,0.640246001
西屯區,0,124.52,5,有,925,0.144343208
南屯區,3,206.46,7,有,1258,0.621398047
西屯區,25,43.72,3,無,300,0.293572211
太平區,39,93.76,8,無,650,0.477928325
清水區,0,177.01,10,無,970,0.756819842
大里區,40,80.26,6,無,360,0.628361696
沙鹿區,1,172.89,12,無,1550,0.55073182
清水區,4,325.98,12,無,2260,0.135150814
大里區,6,156.75,7,有,1198,0.136567167
大里區,0,188.07,9,無,1660,0.936289254
北屯區,33,73.19,4,無,360,0.453248272
北屯區,27,127.48,6,無,570,0.402850623
北屯區,13,286.57,11,無,2660,0.584162545
南屯區,16,109.41,7,無,768,0.904549054
大里區,30,115.19,7,有,550,0.607188114
清水區,0,133.33,6,有,588,0.142810615
清水區,3,63.96,4,無,350,0.560158307
北屯區,0,155.8,7,有,875,0.566231934
北屯區,0,223.33,8,有,1518,0.88489398
北屯區,0,218.45,7,有,1408,0.33431244
西區,25,211.56,9,有,1208,0.532059065
大里區,0,91,5,有,480,0.503748246
北屯區,0,179.14,7,有,1113,0.656128745
太平區,0,165.25,6,有,1045,0.08968368
西區,10,364.98,8,有,4280,0.528109692
北屯區,10,207.82,12,有,1750,0.927881946
南屯區,22,162.08,9,無,1590,0.62067567
大里區,0,192.6,9,無,1467,0.161054923
潭子區,28,120.4,6,有,560,0.300475564
北屯區,0,156.62,7,有,900,0.538434284
大里區,0,147.59,7,有,870,0.648513997
南區,15,126.29,7,有,838,0.718630448
西屯區,3,171.31,7,有,1640,0.676752604
東區,48,147,7,無,1100,0.290027965
西屯區,0,293.72,7,有,4214.7648,0.062859619
南屯區,6,168.72,7,有,1135,0.858593082
西屯區,13,526.43,9,有,4200,0.269976059
北屯區,26,111.6,7,無,620,0.679849129
西屯區,1,92.09,3,有,732,0.338668736
清水區,0,120.44,5,有,435,0.121106905
南屯區,0,109.37,5,有,1117,0.466006669
后里區,3,118.18,5,有,580,0.012523372
梧棲區,28,166.95,9,無,950,0.842924529
北屯區,28,120,7,有,680,0.356167107
龍井區,6,167.52,10,無,1100,0.080087557
梧棲區,2,197.68,10,無,1133,0.122624288
西屯區,15,117.88,7,無,910,0.793143493
北屯區,0,155.94,7,有,970,0.439465149
南屯區,23,94.92,5,有,568,0.625973649
北屯區,36,90.09,8,無,460,0.488408784
西屯區,50,57.3,7,無,647,0.542179185
大里區,0,123.65,5,有,716,0.696387195
北屯區,0,154.06,7,有,1394,0.016391408
北區,31,44.95,3,無,250,0.181918787
西屯區,13,329.78,8,有,2385,0.676702088
豐原區,42,157.98,8,無,760,0.004675369
北屯區,36,354.63,10,無,2750,0.883419907
大里區,6,224.81,11,有,1408,0.006645721
北屯區,29,153.47,7,有,900,0.076752942
北區,46,101.86,12,無,1435,0.208176373
北屯區,25,250.63,17,無,1810,0.698217731
北區,1,127.3,5,有,915,0.715065538
大里區,0,119.24,5,有,644,0.980520465
大里區,0,86.45,5,無,465,0.961580909
西區,30,152.56,7,有,772,0.551793135
梧棲區,1,124.68,4,有,520,0.728998751
北屯區,0,166.95,7,有,1162,0.994120494
北屯區,0,156.03,7,有,1331,0.157168256
烏日區,0,120,5,有,595,0.242080805
大肚區,39,126.58,10,無,520,0.911755429
沙鹿區,0,154.68,6,有,800,0.264945546
中區,0,35.35,3,無,250,0.723497272
烏日區,6,153.8,7,有,765,0.857591574
南區,22,62.03,5,無,450,0.950971112
南屯區,15,33.13,3,無,305,0.963064781
大里區,0,100.2,5,有,480,0.90542794
西屯區,26,149.13,8,有,700,0.301799215
東區,14,169.7,9,無,1380,0.229544209
北屯區,25,108.43,6,有,625,0.118892329
豐原區,0,105.79,5,有,515,0.405551893
豐原區,0,207.43,12,無,1330,0.009256387
烏日區,6,150.62,4,有,720,0.871397466
大里區,0,120.59,5,有,635,0.592650301
南屯區,0,128.16,5,有,715,0.195702935
南區,12,115.88,5,有,760,0.178565458
北屯區,0,192.05,8,有,1438,0.327501561
梧棲區,23,135.12,7,有,440,0.998294752
南屯區,0,80.49,5,有,900,0.012007899
西區,0,54,6,無,760,0.606118328
沙鹿區,18,190.42,7,無,260,0.147102332
北屯區,6,128.5,4,有,700,0.462705813
豐原區,6,160.35,8,無,1200,0.051013152
豐原區,52,94.74,7,無,508,0.102285551
南屯區,13,153.03,7,有,1408,0.725448358
西屯區,28,149.33,8,有,780,0.314400229
清水區,0,79.45,4,無,367,0.590370841
新社區,3,183.3,10,無,1028,0.659766584
北屯區,0,149.86,7,有,999,0.410983027
西區,22,129.34,7,無,745,0.105129003
大肚區,6,250.29,9,無,1280,0.832058336
大里區,0,104.28,4,有,686,0.312250783
北區,25,176.48,7,有,1188,0.404600122
西區,0,170.74,7,有,1298,0.548371083
大里區,0,403.88,16,無,3250,0.288656933
東區,0,205.35,6,有,1370,0.275271134
東區,0,210.05,7,有,1438,0.597447384
太平區,38,125.38,7,無,1450,0.340365714
烏日區,24,139.91,7,無,550,0.275329412
西屯區,0,157.13,7,有,1320,0.974521232
南區,5,221.7,7,有,1455,0.69455072
龍井區,3,136.79,9,無,660,0.371739271
南屯區,1,353.89,8,有,4268,0.812610172
西屯區,9,482.79,9,有,3600,0.889071647
南屯區,28,36.09,3,無,170,0.177991535
北屯區,0,215.19,8,有,2050,0.107159297
南屯區,0,123.43,4,有,1029,0.693235307
沙鹿區,13,359.85,29,無,2300,0.981024064
西屯區,8,250.43,7,有,2120,0.046072737
西屯區,10,183.41,8,有,1480,0.825819546
北區,21,214.84,9,有,1350,0.806326753
大里區,16,247.93,12,無,1350,0.066784469
北屯區,0,159.9,7,有,968,0.265827924
西屯區,0,123.15,5,有,1045,0.700501942
西屯區,0,123.43,5,有,992,0.395456296
北屯區,0,215.51,9,有,1270,0.640697951
西屯區,0,175.54,7,有,1430,0.635974325
大里區,0,151.4,7,有,785,0.499313784
潭子區,4,174.54,12,無,1138,0.782690715
北屯區,25,135.19,6,有,650,0.443942113
西區,0,139.02,6,有,988,0.263849311
中區,24,33.75,3,無,165,0.579189334
南屯區,0,88.53,5,有,968,0.141290505
北屯區,4,276.34,7,有,2420,0.864239697
西區,45,62.58,7,無,400,0.620699502
北區,1,154.55,7,有,1230,0.543451397
西屯區,29,195.13,8,有,866,0.546327655
南區,6,196.09,8,有,1568,0.31473604
南屯區,0,109.48,5,有,1082,0.156219055
清水區,0,157.38,7,有,631,0.15178946
南屯區,0,147.05,7,有,1470,0.963914298
北屯區,0,124.31,4,有,782,0.359580175
太平區,15,155.13,8,無,1200,0.239512657
梧棲區,0,174.59,10,無,800,0.046125318
北區,15,98.27,4,有,615,0.565156178
豐原區,0,160.32,7,有,810,0.575084421
后里區,0,187.48,10,無,1400,0.388722678
烏日區,0,155.23,7,有,801,0.884660438
北屯區,34,106.44,7,無,485,0.454298715
大肚區,0,178.77,8,無,860,0.860411737
南屯區,2,169.61,7,有,1460,0.119948888
北屯區,8,110.87,5,有,800,0.167092862
太平區,7,130.49,5,有,730,0.302287121
太平區,0,162.01,6,有,1010,0.994850732
豐原區,2,319.74,13,無,2268,0.720793034
西屯區,14,111.05,7,無,815,0.479749069
西區,45,55.47,7,無,936,0.325548415
西屯區,24,154.6,8,無,700,0.523545564
沙鹿區,8,136.07,10,無,922,0.905204543
北屯區,2,189.46,7,有,1288,0.355057155
大雅區,0,158.03,10,無,1225,0.862901564
西屯區,0,119.03,5,有,957,0.27689418
沙鹿區,0,124.46,5,有,588,0.104329688
大里區,0,178.36,7,有,990,0.164956888
大肚區,15,177.41,9,無,938,0.360196874
大里區,13,105.08,5,有,516,0.18303394
北屯區,12,190.12,9,無,1650,0.372862338
西屯區,13,115.04,5,有,780,0.133105873
北屯區,8,169.52,7,有,1115,0.425297662
南屯區,11,298.97,12,無,2958,0.531861168
大里區,0,153.19,7,有,838,0.220508738
西屯區,9,67.19,5,無,600,0.622323554
西區,31,207.45,9,無,1480,0.943884778
梧棲區,0,175.66,11,無,942,0.269081171
大里區,27,101.59,7,無,380,0.795668278
東區,0,132.34,4,有,710,0.848790128
大肚區,24,150,10,無,680,0.667649499
大里區,0,185.42,9,無,1320,0.668273314
豐原區,24,100.18,7,無,410,0.522089225
大里區,40,160.97,11,無,900,0.791333176
南屯區,0,108.12,4,有,598,0.546438972
北區,36,100.01,7,無,510,0.390120558
大里區,0,103.1,5,有,520,0.083171498
南區,31,156.01,10,無,1490,0.650287894
西屯區,0,120.1,5,有,925,0.725576713
北屯區,26,171.07,13,無,1500,0.443645089
神岡區,23,175.74,10,無,850,0.9284202
清水區,0,133.04,4,有,605,0.562881073
西屯區,26,101.61,7,無,240,0.843832053
西屯區,9,373.63,8,有,4200,0.7248373
清水區,0,95.64,3,有,440,0.74028344
大雅區,0,155.73,7,有,985,0.209485358
南區,0,165.95,7,有,1066,0.982407403
北屯區,0,149.43,7,有,880,0.559569289
北屯區,1,394.1,15,無,3950,0.908951052
北屯區,22,72.77,8,無,350,0.66746122
太平區,0,76.23,6,無,280,0.037377382
西區,38,100.39,7,無,560,0.032820653
北屯區,0,194.14,7,有,1402,0.049958543
北屯區,47,68.61,6,無,2100,0.180082761
西屯區,11,155.43,4,有,1080,0.441336183
太平區,10,183.3,10,無,1180,0.050670656
大里區,0,153.19,7,有,835,0.802202381
南屯區,32,113.99,7,無,650,0.100286016
清水區,0,144.29,8,無,738,0.463105085
西屯區,0,152.85,7,有,1368,0.778261489
太平區,3,538.88,55,無,3635,0.502809337
北屯區,3,267.18,8,有,1775,0.036627299
南區,14,130.63,7,有,720,0.657190918
北區,52,377.73,9,無,3960,0.558957817
南屯區,17,237.37,10,無,2460,0.22951088
北屯區,7,189.79,8,有,1088,0.855485723
西屯區,6,298.92,9,有,2370,0.998318854
豐原區,39,115.5,5,無,900,0.50396052
西屯區,38,79.92,6,無,439,0.716373203
北屯區,1,154.06,7,有,1120,0.930791229
清水區,2,185.9,10,無,940,0.533730095
龍井區,1,184.12,10,無,980,0.19204892
西屯區,7,328.12,8,有,1900,0.610721863
北區,37,75.85,6,無,363,0.839035491
龍井區,4,140.28,7,有,950,0.785346758
后里區,24,175.58,11,無,770,0.947337891
西區,42,110.87,7,無,960,0.995282352
西屯區,45,149.94,4,無,12655.49,0.741673472
南屯區,24,149.84,7,有,765,0.630857721
西屯區,0,119.03,5,有,906,0.829444655
沙鹿區,13,198.83,16,無,1690,0.39597414
西區,41,68.28,6,無,368,0.961439919
南區,0,269.33,9,有,1928,0.94671151
北屯區,7,63.68,3,無,560,0.043731446
大肚區,0,146.61,7,有,798,0.999675767
石岡區,12,189.32,10,無,512,0.470107944
太平區,4,167.45,7,有,1060,0.292859847
清水區,0,181.52,7,有,754,0.979817398
西區,20,149.29,7,有,995,0.535834384
烏日區,0,153.67,7,有,735,0.647348411
北屯區,26,109.3,7,無,601,0.33050131
南屯區,0,69.46,4,無,498,0.978123897
南屯區,0,165.18,8,有,1820,0.206488195
北屯區,5,153.78,7,有,1224,0.005432017
烏日區,3,156.15,7,有,935,0.447805817
南屯區,26,687.53,11,有,1642.8435,0.496429376
太平區,0,162.01,6,有,1068,0.581943789
烏日區,0,203.62,13,無,1888,0.165969104
南屯區,0,109.37,5,有,1078,0.224484005
清水區,0,135.77,5,有,572,0.338478677
太平區,23,209.76,12,無,450,0.142865496
南屯區,0,143.66,7,有,795,0.350468654
梧棲區,0,175.66,11,無,950,0.329958197
西屯區,27,24.01,3,無,165,0.177980027
北屯區,0,151.48,7,有,1020,0.138234999
大里區,29,71.55,5,無,300,0.062418674
北區,1,175.35,7,有,1130,0.636621173
西屯區,4,276.74,8,有,2050,0.041677476
西屯區,25,119.35,6,有,820,0.294002013
西區,38,141.71,8,無,750,0.909207741
南區,40,402.07,16,無,2000,0.586993974
北屯區,0,216.98,7,有,1222,0.84664396
北屯區,26,42.22,3,無,238,0.488505791
大里區,40,82.8,6,無,706,0.897151646
龍井區,40,111,8,無,860,0.497519713
南屯區,3,191.49,7,有,1770,0.739053227
龍井區,1,204.2,9,無,1498,0.604397544
北屯區,0,113.57,5,有,785,0.66510932
北屯區,0,218.27,7,有,1963,0.59358498
大里區,45,86.16,10,無,475,0.36250978
東區,25,253,12,無,1085,0.515114376
霧峰區,42,112.09,9,無,490,0.932642858
大肚區,0,119.56,5,有,684.393,0.844812669
大肚區,0,94.46,5,有,457.16,0.290834297
中區,24,37.72,4,無,165,0.115355745
南區,15,86.83,5,無,565,0.561553005
豐原區,47,112.77,7,無,1118,0.074778773
西屯區,24,130.53,7,無,620,0.485464726
北屯區,24,33.3,3,無,197,0.941471102
東區,28,83.84,7,無,350,0.37979321
大肚區,39,72.94,6,無,320,0.397428939
龍井區,18,685.48,155,無,3980,0.547836616
豐原區,0,182.89,12,無,1280,0.390748635
太平區,5,214.16,12,無,2150,0.033071773
大肚區,8,133.13,9,無,585,0.403385853
清水區,0,78.8,5,無,408,0.366521449
西屯區,2,90.12,4,有,900,0.286893071
西區,37,80.63,6,無,530,0.026204492
西屯區,24,116.47,5,無,590,0.622904989
北屯區,0,167.19,7,有,1000,0.605445221
西屯區,0,137.7,5,有,1100,0.812057836
北屯區,26,186.27,5,有,890,0.167050375
中區,26,60.97,4,無,405,0.334696136
西屯區,5,294.67,7,有,2550,0.761307609
北屯區,0,227.45,8,有,1557,0.116230215
東區,0,163.82,5,有,1171,0.388276976
西屯區,24,106.4,7,無,220,0.285419979
北屯區,10,67.68,3,無,520,0.587030603
西屯區,0,90.91,5,有,880,0.303574621
西屯區,26,165.03,7,有,865,0.468959799
梧棲區,1,253.65,12,無,2500,0.608549605
北屯區,0,154.06,7,有,1202,0.934249957
南屯區,25,134.86,7,有,633,0.770671932
烏日區,0,165.11,8,有,845,0.979892728
大里區,0,153.76,7,有,813,0.648707069
北區,1,296.95,9,有,2190,0.506310057
北屯區,25,119.74,6,有,698,0.551134664
石岡區,43,105.2,8,無,320,0.421922018
東區,29,118.88,7,無,450,0.287539861
東區,0,159.95,7,有,1034,0.444679963
大肚區,0,125.01,5,有,711,0.185588533
南區,44,224.88,9,無,1568,0.471227635
北屯區,39,97.57,8,無,400,0.293585491
烏日區,0,127.02,5,有,610,0.226856475
大里區,6,308.61,11,無,2000,0.417897026
北屯區,0,157.67,7,有,977,0.140943483
西屯區,28,137.08,6,有,740,0.026389261
北區,25,64.03,4,無,296,0.15950274
南屯區,0,66.38,4,無,410,0.056279053
神岡區,3,250.37,12,無,2780,0.749547114
西屯區,27,111.87,7,無,660,0.591604817
北區,27,45.89,3,無,190,0.369471002
西屯區,26,176.07,8,有,1138,0.673205803
南區,49,26.46,3,無,100,0.226509503
西區,26,26.28,3,無,168,0.046139482
北屯區,47,48.08,3,無,500,0.102897803
西屯區,26,92.41,4,無,545,0.938515705
南區,16,169.28,10,有,1698,0.980700513
大里區,0,119.24,5,有,659,0.333730743
西屯區,25,95.42,5,無,638,0.493087568
大雅區,18,189.43,10,無,1000,0.001792792
西屯區,1,269.15,7,有,3238,0.156653358
大甲區,49,81.6,7,無,400,0.856428075
南屯區,1,282.22,7,有,3160,0.925939363
南屯區,0,109.48,5,有,1091,0.52722163
清水區,28,168.03,8,無,600,0.718408451
北屯區,29,100.12,7,有,540,0.65483411
南屯區,9,276.82,7,有,2270,0.830431106
北屯區,0,218.27,7,有,2032,0.471745738
梧棲區,0,160.24,8,無,828,0.72183111
北屯區,37,140.62,7,無,1270,0.792976216
西屯區,0,125.99,6,有,953,0.99282828
大雅區,6,170.9,10,無,1356,0.12935983
大里區,43,94.36,9,無,539,0.184576075
北屯區,0,158.85,7,有,1065,0.160379096
北屯區,0,185.2,11,有,1884,0.715646166
西屯區,3,351.68,54,無,3908,0.528857819
北屯區,0,174.16,7,有,1321,0.372849413
西屯區,48,90.68,7,無,1185,0.783217684
潭子區,24,141.35,8,無,630,0.804656499
南屯區,2,134.02,4,有,925,0.943451613
大里區,0,115.05,6,有,609,0.760583748
北屯區,0,159.9,7,有,937,0.670769683
龍井區,39,108.87,12,無,728,0.450548059
神岡區,28,114.97,8,無,193.524,0.260430811
南屯區,0,120.46,4,有,920,0.55574613
大里區,0,125.65,5,有,688,0.478585313
大里區,0,199.57,12,無,1620,0.658432172
西區,9,195.87,7,有,1920,0.454834734
大里區,6,147.43,6,有,950,0.802241999
烏日區,0,124.79,6,有,643,0.895526852
大雅區,0,151.86,9,無,1268,0.756287533
北屯區,36,118.82,8,無,1688,0.756406565
太平區,41,88.4,8,無,890,0.307679698
南屯區,0,410.14,9,有,6410,0.741429077
南區,0,154.37,7,有,985,0.217839611
南屯區,0,107.16,5,有,1150,0.344240467
南屯區,0,58.56,3,無,559,0.255444856
大里區,27,139.27,7,無,480,0.423060977
后里區,0,153.96,10,無,900,0.840200249
沙鹿區,5,190.7,12,無,1210,0.103676496
太平區,1,298.1,13,無,2766,0.937467163
東區,0,179.79,6,有,1275,0.319154664
太平區,35,81.96,8,無,520,0.526461829
