區域,屋齡,建坪,間數,車位,總價(萬),亂數排列
南屯區,3,238.01,6,有,2280,0.388973388
南屯區,0,80.49,5,有,908,0.61246851
神岡區,34,120.31,7,無,500,0.529460878
北屯區,6,230.9,8,有,1800,0.185394868
西區,23,164.01,7,無,825,0.485673666
北屯區,31,226.87,10,無,1340,0.478065587
南屯區,6,317.32,9,有,2580,0.376435615
豐原區,26,538.6,20,無,2300,0.794747985
神岡區,34,137.78,9,無,1138,0.158637653
西屯區,0,174.83,7,有,1320,0.70758962
南區,10,264.53,11,無,2130,0.358204051
南屯區,1,214.34,13,無,2150,0.262156279
豐原區,26,157.2,7,有,610,0.401999262
南屯區,26,259.23,10,無,1000,0.955025013
大里區,3,179.78,7,有,1158,0.201315196
南屯區,3,153.48,6,有,970,0.92037519
大雅區,25,122.69,7,有,540,0.16946947
南屯區,0,97.89,5,有,915,0.251937301
西屯區,20,146.15,7,有,1050,0.430127754
北屯區,36,164.09,8,無,1070,0.255030342
南屯區,0,69.12,4,無,450,0.200318564
北屯區,0,149.26,7,有,975,0.980356971
龍井區,12,285.1,11,無,1660,0.748296473
西區,30,194.65,8,無,1030,0.555286371
大雅區,25,154.28,11,無,810,0.781742347
西區,32,109.59,7,無,498,0.920025992
西屯區,0,124.55,5,有,1060,0.923611083
西屯區,24,131.33,7,無,595,0.52223395
太平區,0,159.47,7,有,862,0.045582043
北區,29,119.96,8,無,650,0.936954756
大雅區,0,202.86,12,無,1360,0.468198332
北屯區,0,157.67,7,有,1000,0.803263653
北區,1,127.92,5,有,920,0.295308197
大里區,25,194.04,9,無,1350,0.142020542
西屯區,31,102.18,7,無,500,0.808269022
豐原區,0,160.32,7,有,740,0.554685711
沙鹿區,10,327.67,14,無,2456,0.336436428
南屯區,0,192.35,7,有,1100,0.045135481
北區,0,120.8,5,有,763,0.821551936
東區,11,197.49,10,無,900,0.518433157
清水區,0,160.08,7,有,570,0.46419529
大里區,34,104.27,5,無,730,0.814577788
南區,6,174.73,7,有,1100,0.470525094
北屯區,0,173.57,7,有,1224,0.700635866
南區,25,110.05,7,有,550,0.77672893
北屯區,0,201.84,7,有,1239,0.918178167
清水區,0,140.81,5,有,514,0.917394335
西區,0,118.86,5,有,1030,0.977321272
烏日區,4,197.88,7,有,1015,0.38290403
大里區,21,243.7,15,無,1650,0.521482425
潭子區,26,139.96,7,有,730,0.594532696
南屯區,0,77.95,5,無,495,0.025701428
太平區,0,158.52,7,有,949,0.951670828
龍井區,1,169.06,9,無,1200,0.013760662
南屯區,1,230.87,7,有,2192,0.519808855
北屯區,5,186.93,7,有,1320,0.639722172
潭子區,40,251.26,9,無,1380,0.512812696
大里區,0,162.18,9,無,1228,0.28661804
大里區,0,125.65,5,有,640,0.615946472
北屯區,42,196.2,14,無,3080,0.073462083
大甲區,0,125.05,7,有,553,0.460932596
烏日區,26,127.69,7,有,520,0.111358224
南屯區,1,290.09,9,有,2575,0.637177335
梧棲區,0,210.32,9,無,1250,0.623117533
豐原區,13,192.86,10,無,1020,0.274502216
清水區,4,190,11,無,1030,0.10820655
龍井區,15,205.32,10,無,1118,0.945869577
后里區,3,163.59,9,無,980,0.458957103
北屯區,0,153.23,7,有,990,0.275879184
北區,40,81.79,7,無,338,0.83135933
烏日區,0,153.67,7,有,790,0.399376588
太平區,0,153.09,7,有,814,0.538196584
大里區,3,141.86,5,有,648,0.358776754
大里區,0,136.52,5,有,760,0.191328518
西屯區,39,84.02,7,無,560,0.269673515
北區,38,23.38,3,無,92,0.906553064
大里區,2,154.07,7,有,959,0.576730222
梧棲區,0,178.24,8,無,920,0.120715587
北屯區,0,144.88,6,有,1100,0.534324278
梧棲區,28,126.42,7,有,400,0.444823092
南區,1,136.58,7,有,1036,0.432161717
大里區,2,154.47,7,有,956,0.731660296
大里區,31,341.4,42,無,2100,0.090867259
太平區,0,142.63,7,有,778,0.837849298
太平區,15,288.2,7,無,3700,0.350546394
南屯區,26,182.3,7,有,1232,0.47454215
豐原區,0,207.23,12,無,1360,0.993626695
大雅區,0,173.63,10,無,1375,0.71411007
西屯區,22,65.14,4,無,460,0.170273199
北屯區,0,158,7,有,1120,0.986978704
西屯區,11,143.89,7,有,1300,0.077396768
北屯區,26,223.65,8,無,1000,0.655675113
西屯區,0,124.55,5,有,1054,0.32824359
北屯區,24,112.6,7,無,720,0.754112676
南屯區,1,214.55,9,無,2150,0.913035596
北屯區,0,216.46,8,有,2004,0.717804644
沙鹿區,0,105.89,5,有,631,0.687824716
西屯區,6,315.6,5,有,2850,0.853791482
潭子區,0,89.23,4,有,541,0.927124808
霧峰區,2,108.01,5,有,510,0.110688267
西區,0,124.44,7,有,780,0.354815899
西屯區,31,21.32,3,無,118,0.635923769
西區,24,45.38,3,有,292,0.965835751
東區,30,110.18,7,無,440,0.678613192
西區,4,234.02,7,有,2130,0.110427868
神岡區,1,195.92,11,無,1620,0.037718633
南屯區,10,266.86,8,有,2100,0.440791674
大里區,0,178.19,7,有,1078,0.222689425
太平區,1,153.26,7,有,580,0.379282281
南屯區,0,109.37,5,有,1108,0.292206306
烏日區,3,185.55,7,有,1238,0.348343586
南屯區,28,60.15,3,有,306,0.996651337
清水區,0,180.57,7,有,755,0.16248103
龍井區,30,28.71,3,無,95,0.456837969
西屯區,0,268.75,6,有,3982,0.294146071
西區,25,36.29,3,無,190,0.254895766
北區,0,149.48,9,無,1758,0.120143869
太平區,25,199.13,10,無,1320,0.983168257
東區,17,188.33,10,無,2050,0.782306602
北屯區,19,217.67,7,有,1780,0.608719718
南區,0,155.89,7,有,960,0.195523736
西屯區,0,124.72,5,有,980,0.781396231
北區,0,129.19,5,有,919,0.155675562
西屯區,38,336.4,11,無,2980,0.048300848
西屯區,6,278.04,8,有,2280,0.606462758
西屯區,22,275.26,11,無,1658,0.864727975
西屯區,21,99.56,6,無,695,0.986980875
烏日區,50,79.97,8,無,337,0.534660329
南屯區,29,28.77,3,無,162,0.979173619
南區,6,152.68,7,有,950,0.58286978
南屯區,0,123.46,4,有,998,0.193149399
沙鹿區,11,150.91,9,無,835,0.134990721
太平區,6,135.92,5,有,770,0.769048631
北屯區,0,158.85,7,有,1019,0.243374472
大里區,27,87.04,5,無,340,0.774056354
潭子區,25,165.61,6,無,525,0.325773764
大里區,0,119.24,5,有,600,0.937130025
北區,15,67.62,3,無,465,0.639046113
龍井區,24,83.74,4,有,242,0.390036737
龍井區,1,128.32,5,有,730,0.616774009
西屯區,13,307.57,6,有,3600,0.592214217
大里區,0,221.81,5,有,1833,0.649428563
東區,27,84.51,6,無,380,0.627137088
烏日區,23,156.53,7,無,570,0.273433726
北屯區,27,114.28,6,無,520,0.980026201
太平區,0,146.9,6,有,960,0.293691418
西屯區,10,217.04,8,有,1800,0.180538767
豐原區,0,149.57,7,有,991,0.223758313
東區,0,159.95,7,有,971,0.643083854
北屯區,6,171.69,7,有,1100,0.286990666
太平區,0,142.34,7,有,808,0.48312267
南區,9,112.98,4,有,730,0.640704821
中區,73,93.26,5,無,1294,0.131757993
大里區,0,172.1,9,無,1200,0.574246473
西屯區,0,58.9,4,無,472,0.065461419
太平區,15,187.65,9,無,1450,0.406034875
西屯區,1,166.83,7,有,1580,0.37702444
太平區,38,77.87,5,無,266.0888,0.043029279
龍井區,35,111.33,6,無,490,0.381075917
潭子區,15,137.16,10,無,1250,0.438824484
北區,48,117.35,7,無,1620,0.945773569
南區,26,104.32,7,無,525,0.393462674
大雅區,26,116.36,7,無,500,0.489874954
潭子區,26,116.54,6,有,439,0.489617181
西區,25,32.03,3,無,115,0.320250284
南區,0,249.48,9,有,1710,0.394267498
大里區,2,190,11,無,1470,0.091844672
大里區,2,146.2,7,有,710,0.985415565
烏日區,1,272.03,14,無,2986,0.889902426
梧棲區,0,248.41,11,無,1028,0.848292767
沙鹿區,1,212.44,11,無,1650,0.44548007
西屯區,13,142.02,7,有,1050,0.260740476
豐原區,0,130.54,7,有,630,0.38799727
外埔區,25,116.26,8,無,620,0.41988635
北屯區,27,133.25,7,有,600,0.815858994
北區,39,79.7,5,無,200,0.344251957
大雅區,39,78.18,6,無,360,0.606336645
大里區,0,112.84,6,有,576,0.961388704
太平區,3,151.13,7,有,800,0.394860648
烏日區,6,158.35,7,有,818,0.223456963
北屯區,0,418.97,15,無,4580,0.552683161
大里區,39,99.9,5,無,335,0.105756273
西屯區,23,37.7,3,無,230,0.508320195
神岡區,39,94.5,7,無,520,0.50481279
太平區,4,159.91,7,有,1090,0.216294771
北區,26,130.06,7,無,500,0.541095456
大里區,28,136.15,7,有,527,0.089290192
龍井區,21,198.04,9,無,960,0.41151903
清水區,0,135.91,4,有,688,0.111668204
西屯區,1,127.79,4,有,1038,0.324577571
西屯區,12,202.97,8,有,1420,0.206503195
沙鹿區,8,158.99,8,無,870,0.529433437
大里區,0,106.29,5,有,523,0.169068637
大里區,0,91,4,有,477,0.592787334
北屯區,0,154.06,7,有,1296,0.104208803
烏日區,0,122.55,5,有,600,0.640507877
大雅區,0,174.71,11,無,1120,0.245740767
南區,21,64.61,7,有,332,0.057446492
西屯區,26,107.84,5,無,570,0.157261234
太平區,3,284.8,12,無,2950,0.963439632
西屯區,0,121.62,5,有,945,0.731068383
沙鹿區,0,121,5,有,570,0.224613255
北屯區,26,30.29,3,無,175,0.443922894
清水區,3,253.84,13,無,1128,0.670482349
太平區,41,138.9,10,無,750,0.97933907
太平區,6,122.91,5,有,705,0.023786963
西屯區,5,462.85,10,有,4500,0.223689362
南屯區,0,108.12,4,有,625,0.552230893
太平區,4,168.13,7,有,950,0.34760095
西屯區,1,116.77,4,有,880,0.591024914
南區,0,168.41,7,有,1151,0.187651196
太平區,0,183.66,11,無,1268,0.036290228
大里區,0,153.19,7,有,830,0.96749019
烏日區,0,122.27,5,有,610,0.637008164
南屯區,34,319.14,12,無,2550,0.647438224
北屯區,27,120.33,7,有,650,0.126958658
大雅區,6,129.66,6,有,735,0.119957493
烏日區,0,151.71,7,有,750,0.301297441
大里區,27,94.22,6,無,350,0.461875993
南屯區,0,59.44,3,無,537,0.951738309
龍井區,0,163.91,10,無,660,0.946322864
北屯區,27,77.75,6,無,462,0.799458848
北屯區,2,169.37,7,有,1318,0.571586634
大雅區,0,233.03,13,無,1410,0.330859981
大甲區,1,104.82,7,無,445,0.209346457
豐原區,1,208.17,10,無,1450,0.069027403
西區,39,82.6,5,無,368,0.724714566
北屯區,48,103.57,7,無,500,0.455389751
北區,39,64.56,11,無,280,0.186288472
西區,40,93.17,5,無,540,0.779511112
西屯區,8,250.43,7,有,2300,0.642649933
北屯區,29,138.16,7,無,600,0.408778476
中區,0,35.35,3,無,246,0.452163524
大里區,0,151.28,7,有,795,0.827459366
神岡區,24,116.88,7,無,470,0.917765101
烏日區,0,188.56,7,有,916,0.714452022
南屯區,27,118.01,6,有,600,0.187006139
太平區,0,170.28,10,無,1385,0.097784838
太平區,43,194.4,13,無,1600,0.783091429
北屯區,48,44.28,3,無,250,0.425969845
西屯區,0,173.13,7,有,1160,0.579340897
北屯區,0,155.8,7,有,818,0.637367753
龍井區,7,181.29,9,無,1200,0.192090256
中區,0,264.41,10,無,750,0.736956462
西屯區,12,41.59,3,無,310,0.424293839
北屯區,0,123.52,5,有,789,0.559450811
大里區,0,109.29,6,有,596,0.979103132
北屯區,0,166.46,7,有,1076,0.76626454
東勢區,41,101.69,8,無,60,0.663390471
西屯區,0,121.62,5,有,931,0.620835278
北區,20,138.8,6,有,866,0.83802641
潭子區,4,129.26,4,有,820,0.279505856
烏日區,0,156.37,7,有,778,0.858792225
北屯區,0,165.99,7,有,1213,0.992495595
東區,0,205.35,7,有,1360,0.559634478
太平區,0,172.83,11,無,1200,0.86818042
西屯區,0,30705.2,5,有,1080,0.464049053
西區,23,82.75,5,無,525,0.762652992
西屯區,28,93.81,6,無,570,0.802229426
北區,51,100.64,6,無,1210,0.775934481
西屯區,0,121.02,5,有,1015,0.093310446
西屯區,23,173.24,8,無,1005,0.809691747
潭子區,0,191.79,10,無,1900,0.064147508
西屯區,2,243.05,7,有,2727,0.747066839
大雅區,2,183.68,7,有,1150,0.339274697
潭子區,40,134.02,10,無,1300,0.202628873
龍井區,40,101.18,8,無,439,0.950445723
西屯區,0,293.64,7,有,4288,0.171324459
豐原區,27,214.71,9,無,700,0.805738492
大安區,47,107.52,5,無,680,0.99558919
沙鹿區,14,211.47,12,無,1050,0.261062172
大里區,26,204.44,8,有,1000,0.329707089
南屯區,27,91.95,4,無,430,0.873574863
北屯區,0,171.16,7,有,1268,0.585104101
太平區,6,156.81,12,無,1300,0.003635323
北屯區,0,126.61,5,有,787,0.398165597
東區,44,218.51,11,無,1200,0.209575967
大里區,0,79.51,3,有,500,0.482320466
南屯區,1,200.21,7,有,2045,0.893660994
龍井區,40,54.76,5,無,307,0.513287496
大甲區,25,172.13,9,無,528,0.765954903
西屯區,24,60.14,3,無,350,0.228324688
潭子區,0,100.9,5,有,580,0.182792895
北屯區,0,166.78,7,有,1158,0.908816925
后里區,0,154.28,10,無,1320,0.189246624
北區,40,43.88,3,無,200,0.844931386
太平區,28,86.57,6,無,430,0.710738422
北屯區,0,169.88,7,有,1185,0.587572262
西屯區,13,180.83,6,有,1688,0.450476627
北屯區,22,52.13,7,無,220,0.184025092
太平區,0,149.62,7,有,790,0.323536684
西區,23,99.82,5,有,500,0.810373566
南屯區,20,135.8,6,無,1485,0.249513888
大里區,0,215.4,11,無,1810,0.316966539
西屯區,13,117.62,5,有,790,0.353003164
北區,24,31.98,3,無,176,0.98225985
西屯區,24,130.35,7,無,545,0.426636913
西屯區,25,183.06,8,有,758,0.180980313
大肚區,0,97.02,5,有,480,0.61980226
西區,39,136.13,7,無,698,0.660324499
清水區,3,183.1,6,有,685,0.624936229
北區,4,296.58,8,有,2735,0.801078942
北區,37,138.45,7,無,1170,0.540927561
大雅區,0,159.63,7,有,1050,0.965484418
南屯區,23,208.86,7,有,1430,0.746518492
北區,35,107.61,8,無,785,0.868409189
豐原區,0,182.89,11,無,1380,0.042985036
南區,0,211.11,8,有,1350,0.843477383
西屯區,0,127.24,6,有,1100,0.528309331
北區,3,154.99,6,有,815,0.492865122
西區,25,33.66,3,無,315,0.71269545
大肚區,0,91.55,5,有,508,0.022176746
北區,27,114.48,6,無,480,0.359837178
南屯區,25,129.71,6,有,745,0.214457328
南屯區,0,94.59,5,無,638,0.420863726
南屯區,26,147.76,7,有,1000,0.100566454
東區,25,30.23,3,無,143,0.877721352
北區,31,183.04,8,有,820,0.884729924
霧峰區,42,62.65,6,無,320,0.956073283
大里區,0,206.41,12,無,1480,0.56879346
南屯區,26,49.17,3,無,333,0.094916788
梧棲區,1,245.03,12,無,1520,0.41621661
北屯區,0,98.64,5,有,630,0.868440223
大肚區,16,174.88,10,無,990,0.405388018
南區,8,142.58,6,有,1060,0.424679307
西區,52,63,5,無,362,0.46404441
清水區,1,81.8,5,無,468,0.619329289
大甲區,0,164.54,10,無,1280,0.355182988
西區,43,64.67,5,無,535,0.863424976
北區,2,75.24,3,有,700,0.781661934
南區,0,159.91,7,有,1032,0.471547871
北區,21,136.33,7,有,920,0.975624634
東區,0,113.5,5,有,651,0.778685668
南屯區,1,350.65,8,有,3740,0.318514714
北區,25,88.36,6,有,390,0.042991577
西屯區,6,137.21,6,有,960,0.308984059
太平區,2,118.47,5,有,505,0.327387657
南區,19,179.29,8,有,1100,0.76275276
大里區,25,88.46,5,無,460,0.294725534
北區,28,118.52,4,無,480,0.244203453
西區,34,166.3,9,無,2680,0.841931666
西屯區,0,123.05,5,有,1080,0.88738007
豐原區,0,160.32,7,有,728,0.964547275
中區,27,23.71,3,無,105,0.25560292
大雅區,4,164.06,7,有,765,0.0082546
北區,0,84.41,4,有,576,0.155519723
太平區,1,286.72,13,有,2100,0.986027129
北屯區,0,116.97,5,有,561,0.372805163
烏日區,43,130.8,6,無,762,0.567464224
龍井區,39,72.89,6,無,313,0.308384535
大里區,1,331.87,14,無,2325,0.593039551
潭子區,26,115.96,7,有,470,0.309328476
大里區,24,216.01,11,無,950,0.218158288
神岡區,2,60.24,4,無,450,0.840240357
梧棲區,0,181.29,10,無,778,0.96796738
北屯區,8,187.91,8,有,1386,0.016730955
南區,0,121.41,5,有,768,0.785482885
西屯區,0,219.45,7,有,3201.3962,0.167624301
東區,25,78.33,4,有,505,0.818728441
西屯區,0,227.41,8,有,1747,0.487088623
梧棲區,0,162.71,10,無,978,0.129782237
沙鹿區,0,158.57,7,有,797,0.489482705
西屯區,0,121.17,5,有,1009,0.677344507
大里區,0,151.4,7,有,812,0.070284277
大里區,0,153.76,7,有,825,0.071751088
大肚區,39,61.75,5,無,300,0.738128419
南區,0,148.6,7,有,1100,0.265997278
大里區,2,155.97,7,有,1020,0.732927837
西屯區,13,180.51,7,有,820,0.586779435
北屯區,0,142.44,7,有,818,0.620762943
大肚區,0,120.46,5,有,681,0.812749153
龍井區,27,185.36,8,無,620,0.650672608
沙鹿區,0,226.67,12,無,2190,0.295003746
西區,48,33.37,3,無,256,0.047535296
北屯區,1,218.67,13,無,2195,0.436506883
西屯區,23,112.89,7,有,710,0.203893754
大里區,40,100.02,5,無,750,0.661423967
北屯區,0,179.1,7,有,1170,0.010118023
梧棲區,2,248.75,12,無,1520,0.833332109
西屯區,13,144.77,7,有,1150,0.744442452
大里區,26,158.45,7,無,500,0.806581753
大里區,4,114.95,6,有,730,0.581209786
西屯區,25,85.42,5,無,380,0.983045793
南屯區,26,94.68,6,有,580,0.468064181
西區,26,203.25,8,有,1218,0.756346939
北屯區,29,177.37,8,有,820,0.954809321
太平區,25,168.48,12,無,1150,0.93932202
南區,0,158.49,7,有,1053,0.015048236
潭子區,5,150.41,7,有,910,0.442681863
大雅區,0,200.11,12,無,1940,0.004208513
清水區,0,157.59,7,有,625,0.654417138
北屯區,35,98.36,6,無,445,0.962646759
北屯區,4,184.12,8,有,1085,0.205112947
南屯區,0,137.62,6,有,818,0.577625551
南屯區,2,219.13,8,有,2386,0.545013397
豐原區,26,133,7,無,555,0.710982876
清水區,0,172.85,10,無,1100,0.484362418
西區,51,89.64,9,無,1200,0.231050254
大里區,45,46.05,5,無,320,0.188330326
南屯區,0,66.38,4,無,465,0.472390867
西屯區,24,131.31,7,無,590,0.427013563
西屯區,25,111.64,7,有,520,0.965013367
沙鹿區,0,63.3,3,無,320,0.744080029
烏日區,2,185.55,7,有,1298,0.693690101
后里區,0,189.8,10,無,1030,0.147009835
西屯區,22,65.55,5,無,430,0.96344094
豐原區,47,82.34,5,無,550,0.036079331
清水區,3,186.12,6,有,680,0.844167434
西屯區,0,126.63,5,有,1007,0.858300404
南屯區,7,113.96,5,有,745,0.311547431
南屯區,24,391,10,無,2820,0.182662507
霧峰區,27,118.07,5,無,356,0.619051775
龍井區,26,143.79,9,無,705,0.755813958
西區,0,170.74,7,有,1260,0.81318839
沙鹿區,2,229.9,13,無,2200,0.616089951
太平區,0,202.03,6,有,1200,0.437650249
南屯區,15,196.1,8,有,1720,0.313344496
西區,39,91.38,7,無,520,0.805907541
豐原區,0,147.36,6,有,955,0.612018129
南屯區,25,141.7,8,有,938,0.348738788
南屯區,26,183.35,7,有,750,0.178271149
潭子區,26,115.54,6,有,545,0.837826307
南屯區,6,191.92,7,有,1218,0.345085209
大里區,0,117.14,5,有,552,0.494031758
西屯區,0,227.72,8,有,1850,0.217873223
梧棲區,29,417.1,9,無,1500,0.393330948
西屯區,23,169.08,9,有,1088,0.617084718
大雅區,0,152.19,10,無,1270,0.364021541
霧峰區,26,70.48,5,無,340,0.810538416
南屯區,6,139.41,5,有,908,0.776894241
南屯區,2,236.95,7,有,1920,0.573192132
西屯區,4,539.27,10,有,8500,0.174782529
北屯區,1,356.77,14,無,3050,0.3272388
西區,30,39.81,3,無,184,0.439828381
西區,25,192.48,9,無,1100,0.772749404
西區,0,256.02,8,無,3700,0.278050877
北屯區,7,174.71,7,有,1120,0.355343102
豐原區,0,130.54,7,有,645,0.254099073
東區,20,126.11,6,無,540,0.672056721
北屯區,0,201.39,7,有,1168,0.34911165
清水區,0,180.57,7,有,763,0.416779451
梧棲區,2,172.23,9,無,970,0.179326157
清水區,0,155.9,6,有,700,0.423534297
北屯區,37,44.59,4,無,250,0.892904451
南屯區,0,112.81,5,有,630,0.30967374
南區,49,195.16,7,無,3084.75,0.44936568
南屯區,9,285.44,8,有,2450,0.173174603
清水區,0,81.8,5,無,408,0.712722496
大安區,24,162.81,10,無,105,0.782530146
南屯區,0,150.7,7,有,905,0.58351261
南區,26,225.67,14,無,1275,0.655932769
烏日區,0,120,5,有,560,0.714388338
南區,26,163.36,7,有,865,0.561084254
大里區,20,163.18,8,無,708,0.250003299
北屯區,0,126.21,5,有,680,0.213406718
大里區,28,142.99,6,無,965,0.917617139
烏日區,0,168.45,8,有,865,0.167980809
西屯區,25,176.26,8,有,887,0.715302754
豐原區,44,466.18,9,無,3080,0.576439257
南區,23,110.83,7,有,600,0.211191369
沙鹿區,40,81,9,無,660,0.002149182
南屯區,0,95.57,5,有,910,0.815710375
潭子區,25,81.46,5,無,300,0.517119124
梧棲區,0,178.24,8,無,925,0.309688268
沙鹿區,34,148.17,9,無,700,0.906969867
大雅區,41,131,9,無,1240,0.468052169
南區,5,197.34,8,有,1408,0.865064108
南屯區,7,477.45,7,有,4730,0.524581607
太平區,0,278.26,12,無,2350,0.19183233
北區,15,136.48,7,有,850,0.215034324
大里區,0,127.94,5,有,691,0.250260173
北屯區,2,222.88,8,有,2000,0.477067109
梧棲區,23,150.47,6,無,425,0.808781949
北屯區,45,59.48,7,無,184.9962,0.102906232
北屯區,40,60.35,12,無,360,0.551496588
西區,13,181.05,8,有,1506,0.201487762
大里區,0,153.99,7,有,861,0.644833673
太平區,5,209.33,10,無,1200,0.483066862
后里區,35,256.65,11,無,1470,0.198608087
南屯區,0,175.87,7,有,1680,0.318009974
大甲區,0,108.83,5,有,486,0.338475925
北屯區,0,131.82,5,有,1075,0.833738677
北屯區,0,147.97,7,有,877,0.153717192
北屯區,0,109.55,5,有,627,0.986543251
潭子區,24,133.43,7,無,619,0.192652994
西屯區,10,119.14,5,有,935,0.855392268
北屯區,0,194.14,7,有,1441,0.389374901
西區,1,185.43,7,有,1890,0.449101568
